pitch_angle_model,pitch_velocity_model,yaw_angle_model,yaw_velocity_model,ref_pitch,ref_pitch_vel,ref_yaw,ref_yaw_vel,pitch_input,yaw_input
-0.5775093677853007,-3.6841049004960076,7.7329736824720445,-0.25284163077785227,-0.5330506984241148,-4.992891370561489,9.985782741122978,-0.2665253492120574,195.85580658109447,290.8683351899233
-0.9634390964277169,-3.68435296284606,7.694400224814532,-0.4382975061338651,-1.0316928362294655,-4.973319060036085,9.94663812007217,-0.5158464181147328,180.77479978485138,300.5473671063251
-1.3464506997636048,-3.6467716004665256,7.636709809707413,-0.620160396759225,-1.5270894720463104,-4.941356032112171,9.882712064224341,-0.7635447360231552,165.75744584069335,309.0311242357829
-1.7270351994387365,-3.621500335918325,7.559723452976295,-0.8038968097027464,-2.01958196392472,-4.896970713895223,9.793941427790447,-1.00979098196236,149.89500944301702,317.070443248102
-2.1024078415665133,-3.5656475275272848,7.464059313335335,-0.9810220691974066,-2.506281715585213,-4.840417129807183,9.680834259614366,-1.2531408577926064,134.07776419939657,324.03385334094884
-2.4735168735278625,-3.523515878194766,7.349406890011722,-1.161728961238051,-2.987653507620453,-4.771633014975146,9.543266029950292,-1.4938267538102266,117.46467289905745,330.4631192523654
-2.836572756686815,-3.4446092462092053,7.217079141228998,-1.3300020601236244,-3.4599633001686763,-4.691179328310896,9.382358656621792,-1.7299816500843381,101.16278654323112,335.7540225743616
-3.1941197352824786,-3.3925939691699623,7.066085212134192,-1.5083850769028164,-3.924841989799077,-4.59879373735956,9.19758747471912,-1.9624209948995386,83.85156598373158,340.56075287887876
-3.5436143696072997,-3.3028081237388665,6.89746748117399,-1.6714402754201143,-4.379732551644086,-4.494940010057675,8.98988002011535,-2.189866275822043,66.98158183521244,344.2262034734276
-3.8842304661418194,-3.2184964497753152,6.711551230647923,-1.8364290034668278,-4.823965284220061,-4.379764803520837,8.759529607041674,-2.4119826421100306,49.56177440480353,347.1843532899318
-4.214563401434079,-3.1180605532050194,6.50920161407304,-1.9920666542883816,-5.255622688473748,-4.253775680392654,8.507551360785309,-2.627811344236874,32.264377752516914,349.1993584184517
-4.534507944656962,-3.018642766843874,6.290498509116285,-2.1480602819652876,-5.67422700075231,-4.117133345664597,8.234266691329195,-2.837113500376155,14.671476704052008,350.3970489456402
-4.842835685195819,-2.90455384602044,6.05633109066391,-2.293755228718317,-6.07828523838047,-3.970341564679482,7.940683129358964,-3.039142619190235,-2.7510817734256143,350.67858446995297
-5.14011018643817,-2.7939467539811003,5.8061444748145785,-2.442849005105994,-6.46803284927488,-3.813284380317743,7.626568760635486,-3.23401642463744,-20.492858580351175,350.1191111918499
-5.42326377471115,-2.6563330731138834,5.542613533048893,-2.5679633828831996,-6.840597876597283,-3.6471297170066745,7.294259434013349,-3.4202989382986413,-37.60890693429282,348.64440868764433
-5.694143094202734,-2.5382198822621094,5.263905930297171,-2.711754219236456,-7.1971691086694625,-3.4713382441507346,6.942676488301469,-3.5985845543347312,-55.43067662033178,346.3250851651953
-5.949720302331598,-2.3864008888220463,4.97324927330807,-2.8202029043020986,-7.534811511733549,-3.287347543333667,6.574695086667334,-3.7674057558667746,-72.21986171644997,343.14560452802476
-6.190564498177649,-2.249828404414393,4.670009851825419,-2.9447275190001387,-7.8538042965077,-3.0950669650331153,6.190133930066231,-3.92690214825385,-89.55216502067105,339.08664184588486
-6.416517608235185,-2.100231121277418,4.354357549743222,-3.0543251679740946,-8.153482514699046,-2.894854179509605,5.78970835901921,-4.076741257349523,-106.35924519799575,334.1854990867241
-6.6262270515816715,-1.94260470825111,4.028069305468911,-3.152095132925952,-8.432743842133712,-2.687416570470419,5.374833140940838,-4.216371921066856,-122.86606543098694,328.4636140650994
-6.819117806714888,-1.7821293887999283,3.6921328634096175,-3.2441139145940157,-8.690749651413636,-2.4734020344686067,4.9468040689372135,-4.345374825706818,-139.12018644301034,321.9180964604916
-6.995148177948483,-1.6195260974248888,3.3466459510109785,-3.33255329345189,-8.927153891237106,-2.2531047136213065,4.506209427242613,-4.463576945618553,-155.10338630744477,314.5409205692976
-7.1536622688921225,-1.4498414907119777,2.9928779041486213,-3.4068915209254524,-9.14118033427219,-2.027240864840397,4.054481729680794,-4.570590167136095,-170.56870753387048,306.4178941563925
-7.294508399545994,-1.2792644375782896,2.6310224479034563,-3.479592323008791,-9.332585404884133,-1.796026841429691,3.592053682859382,-4.666292702442067,-185.77491146846646,297.4615712436413
-7.416742940095632,-1.1007974054344272,2.263674866823897,-3.5298991362973244,-9.500339675548643,-1.5607326844463394,3.121465368892679,-4.750169837774322,-200.22845792239713,287.8960381983445
-7.520768648829673,-0.9263491028969171,1.8894671063574742,-3.593212553828638,-9.644649040898432,-1.321054964592402,2.642109929184804,-4.822324520449216,-214.62207224565776,277.3854018888869
-7.605662490455175,-0.7422969322847369,1.5120344378438886,-3.619440255119996,-9.764502609776054,-1.078713213008515,2.15742642601703,-4.882251304888027,-227.91301815048686,266.5029540707896
-7.671733599337193,-0.5631095524992459,1.1298360660299929,-3.666896144757512,-9.860160394651034,-0.8332522114814871,1.6665044229629742,-4.930080197325517,-241.2253996862696,254.5900700273077
-7.7185985403906745,-0.37796627148207596,0.7453132239004181,-3.6803938419565037,-9.93108155550937,-0.5860074952211717,1.1720149904423434,-4.965540777754685,-253.4430797598432,242.37098371756693
-7.746177767274198,-0.19405060295974302,0.35898308920529576,-3.6988222786347733,-9.97722231440913,-0.3372813695034726,0.6745627390069452,-4.988611157204565,-265.32332125348984,229.33697212230305
-7.754438187012433,-0.008969181724860026,-0.028696700627003136,-3.7054233103132956,-9.998466710105555,-0.08755490693132542,0.17510981386265084,-4.999233355052778,-276.45617536060377,215.78511679249158
-7.74325932593041,0.17671191972403166,-0.41721046477717033,-3.704359685639205,-9.994699752409238,0.16277043588343398,-0.32554087176686797,-4.997349876204619,-286.9473398260368,201.63549481930943
-7.712755810938101,0.3608935233523338,-0.8035625600134385,-3.680714340046708,-9.965936987724476,0.4123408652756819,-0.8246817305513638,-4.982968493862238,-296.5450495694233,187.1820258205688
-7.663066770931901,0.54436586383412,-1.1872646037053967,-3.6605025058194256,-9.912324865793684,0.6606466065469947,-1.3212932130939894,-4.956162432896842,-305.57431460757607,172.08180680267535
-7.594208551014751,0.7271279566366292,-1.5684745538092346,-3.63256457308357,-9.833967923820584,0.9073415665100837,-1.8146831330201674,-4.916983961910292,-313.8147486329141,156.5654200037356
-7.50607456345597,0.9093518244930403,-1.9470319937770548,-3.596839384873092,-9.730832899877564,1.1522685314912915,-2.304537062982583,-4.865416449938782,-321.2975240824795,140.5932593074478
-7.3995032041239135,1.084407705106853,-2.319414926762742,-3.5344185592060318,-9.603559645855826,1.3938832562744898,-2.7877665125489797,-4.801779822927913,-327.7998440395182,124.57866614514975
-7.274152532386949,1.2635433757569425,-2.6867796371959085,-3.4868060648167125,-9.452061816633245,1.6323700112523385,-3.264740022504677,-4.7260309083166225,-333.7411856524367,107.79274755558671
-7.131115876626688,1.431221529489466,-3.0462285176436033,-3.407305551702114,-9.277323343573643,1.8662309328418833,-3.7324618656837667,-4.638661671786822,-338.59051456726706,91.25673787209692
-6.969409696378695,1.6079322422493016,-3.399897981119229,-3.3486867620190237,-9.078771696481256,2.096181318682312,-4.192362637364624,-4.539385848240628,-342.87570205053015,73.82313168522587
-6.791206367920553,1.7627732920899146,-3.743252582545738,-3.244139978990407,-8.85819872241975,2.320146298949762,-4.640292597899524,-4.429099361209875,-345.9824907188433,57.067908141882825
-6.595320499380374,1.93286763467179,-4.078448186223353,-3.1692935705345695,-8.614928492991606,2.538848511660423,-5.077697023320846,-4.307464246495803,-348.5269839173558,39.25547981215715
-6.383817058858956,2.0786022870591303,-4.402185672578896,-3.053495215540059,-8.35086070796136,2.7505965460344726,-5.501193092068945,-4.17543035398068,-349.95954907900017,22.219392230469193
-6.155045263674559,2.242115874382095,-4.716710411201873,-2.9638307717182446,-8.064889630287663,2.9562457294378675,-5.912491458875735,-4.0324448151438315,-350.713670731835,4.197592187414418
-5.911987162011717,2.3730567902182633,-5.0180496885502714,-2.8302186619389573,-7.759587737707985,3.1539181243657817,-6.307836248731563,-3.8797938688539926,-350.4239666400013,-12.82962889858932
-5.653626299314775,2.5222210424245333,-5.307405325722339,-2.7201101999716184,-7.4343949851981534,3.3440159690131765,-6.688031938026353,-3.7171974925990767,-349.37489199077237,-30.71768821164717
-5.381849266810924,2.64600658818179,-5.582830130155536,-2.5818263304086586,-7.091321934066248,3.5253777537815334,-7.050755507563067,-3.545660967033124,-347.39850217127366,-47.82179578567781
-5.096270394438566,2.778753072821226,-5.844664441592391,-2.453064194725832,-6.730270988120229,3.6980891155591133,-7.396178231118227,-3.3651354940601146,-344.57166419257686,-65.33757173252782
-4.797079269452453,2.8994157390138273,-6.09263095015871,-2.3119487339599125,-6.351803996975608,3.861819065673737,-7.723638131347474,-3.175901998487804,-340.8668879081204,-82.48720659848955
-4.485972033751691,3.0081412207407032,-6.325211107312613,-2.161250568057921,-5.9572612178135556,4.015938208648589,-8.031876417297179,-2.9786306089067778,-336.31938822467515,-99.37304879318887
-4.165682006452433,3.1017678606785495,-6.540600765151473,-2.001764985206965,-5.549328258214469,4.159475804791463,-8.318951609582927,-2.7746641291072347,-330.98885432511753,-115.82032111593607
-3.8324689217872465,3.221173419858923,-6.741220423668047,-1.857956085372984,-5.125798275427828,4.293197876863502,-8.586395753727004,-2.562899137713914,-324.6538313725895,-132.75236561847004
-3.4915758467280638,3.2857518410209043,-6.923969044924609,-1.6817428799483518,-4.690981457596873,4.415730204747634,-8.831460409495268,-2.3454907287984366,-317.78630184515754,-148.2145973760227
-3.140436176943048,3.386866515147914,-7.090106766961756,-1.5253266946059512,-4.243080504465568,4.5275895306615475,-9.055179061323095,-2.121540252232784,-309.8020970605788,-164.4361737513866
-2.7826940040322765,3.440846236281959,-7.23802308781229,-1.3467639868635912,-3.7856977739941096,4.627863771870777,-9.255727543741553,-1.8928488869970548,-301.36707544945614,-179.2861984658413
-2.4164036516855294,3.521829303451283,-7.368377541173772,-1.1791957019909916,-3.3174581185864325,4.716844062278956,-9.433688124557913,-1.6587290592932162,-291.8371857321527,-194.53516410040066
-2.0464862299554905,3.552927549453694,-7.47959484243974,-0.9950222064631938,-2.842857925453976,4.793697915380243,-9.587395830760485,-1.421428962726988,-282.00877350995233,-208.3935616452746
-1.669904501315893,3.6208813821869823,-7.572539676567251,-0.8219652032057932,-2.359973299021491,4.858768517533677,-9.717537035067354,-1.1799866495107454,-270.98344184764676,-222.67258458179944
-1.2897733573147037,3.642944955447702,-7.6464873891609635,-0.6372150642411815,-1.8719308163745454,4.9116156969653915,-9.823231393930783,-0.9359654081872727,-259.72313824067635,-235.61828094486873
-0.9054321317669451,3.6821548052233806,-7.701444242344558,-0.45591833772648804,-1.3782216682971795,4.9522849532573385,-9.904569906514677,-0.6891108341485898,-247.44867596533135,-248.54165412675906
-0.5197175445463347,3.688296888879958,-7.737066068036807,-0.2702422062904274,-0.8818076604934413,4.980522443727542,-9.961044887455085,-0.44090383024672064,-234.88916271488515,-260.38704807794977
-0.1316435495772964,3.7092007848562947,-7.753369214579653,-0.08586850822079262,-0.38219784872470747,4.996346785513147,-9.992693571026294,-0.19109892436235373,-221.38789020697232,-272.01353838535493
0.25574672337876503,3.6964189440201434,-7.750284442744955,0.09953117208352313,0.11752346811865434,4.999654693937407,-9.999309387874813,0.05876173405932717,-207.70935670626127,-282.54296376037166
0.6421374823925787,3.6914270641363993,-7.727859794747093,0.2841025946079865,0.6167061487600607,4.990482780405157,-9.980965560810313,0.30835307438003035,-193.24821561695984,-292.6534340455968
1.0281014440901883,3.6786987264103312,-7.686032255438501,0.46904304668154834,1.1150691158641248,4.968818291778388,-9.937636583556776,0.5575345579320624,-178.3037998658462,-302.0026712525104
1.411899002050902,3.6483164990752828,-7.624876204029419,0.6524051060856633,1.6111181923424656,4.934680794395499,-9.869361588790998,0.8055590961712328,-163.0075146150663,-310.5120965339842
1.7897797691516089,3.5971582880454047,-7.545135449550877,0.8304971628057456,2.1013900835988335,4.888357590146011,-9.776715180292022,1.0506950417994168,-147.52167082199807,-318.12571740735405
2.165059690472618,3.5722003904400026,-7.446103491754108,1.0147432148668,2.5877409834492426,4.82968934307832,-9.65937868615664,1.2938704917246213,-131.05570794737744,-325.3288108608719
2.534344980589237,3.5030012085635636,-7.3286689851695,1.1876197411444986,3.0669588205283373,4.759037812236404,-9.518075624472807,1.5334794102641687,-114.94885852590599,-331.299633007401
2.898003051046821,3.4490491683789997,-7.1926113328118015,1.365046198792882,3.539322676421967,4.676355284625123,-9.352710569250245,1.7696613382109836,-98.00153755660149,-336.74557156916353
3.2534918208674335,3.36583881445211,-7.038969714992492,1.5310264693822466,4.002032731867702,4.582131982305277,-9.164263964610553,2.001016365933851,-81.28982737892483,-341.1249408498833
3.6016312546878937,3.2952512388363955,-6.867337485099535,1.7024387409069632,4.455461860526371,4.476294773844628,-8.952589547689255,2.2277309302631854,-63.88987708283288,-344.848404772126
3.9413818104536937,3.2042589777038457,-6.6781504607087765,1.8646264250630291,4.89822384774976,4.359111237894014,-8.718222475788028,2.44911192387488,-46.60992029154248,-347.5892201010314
4.268954921544871,3.093572172397179,-6.473671824151389,2.013498788482591,5.32703951696707,4.231508300377988,-8.463016600755976,2.663519758483535,-29.483493712045377,-349.4211190996471
4.586682619050663,3.003974696043057,-6.252545497291891,2.1754257388181304,5.743009814237777,4.093221172669777,-8.186442345339554,2.8715049071188883,-11.639583441660836,-350.53006032912805
4.894422547320643,2.893338382183887,-6.014706324017271,2.3248588726902577,6.145506643226351,3.944386774203969,-7.888773548407938,3.0727533216131757,5.8917247327808955,-350.660943329047
5.188620978405491,2.762074556076718,-5.762860521750228,2.456762259933229,6.531858440801001,3.7859881573156273,-7.571976314631255,3.2659292204005004,23.137146569296196,-349.9070357788358
5.469959861358902,2.6424242862067344,-5.496512133693544,2.5976759756235275,6.902053248963426,3.6180678873009486,-7.236135774601897,3.451026624481713,40.80888289818605,-348.32704634616726
5.738367069181354,2.511069714754666,-5.215674408084137,2.7287842014490145,7.255471250670508,3.4408624257115292,-6.8817248514230585,3.627735625335254,58.19748005734616,-345.84414494427904
5.991711702969407,2.365708123311677,-4.9225678717362396,2.844144484138419,7.590288949063325,3.2552846906886335,-6.510569381377267,3.7951444745316625,75.24183450518619,-342.5145449687824
6.229528828132242,2.220925327269904,-4.617917946369132,2.958380318686009,7.905632813929816,3.0619017706041833,-6.123803541208367,3.952816406964908,92.2644561247925,-338.33637435755315
6.453101701011174,2.078967784435719,-4.299934966674067,3.0784711177391735,8.202188209234084,2.860249490005258,-5.720498980010516,4.101094104617042,109.34331083152674,-333.24841116350166
6.659885195221748,1.9132776175442734,-3.97218680688965,3.164116271321865,8.477726813956878,2.6517988266418584,-5.303597653283717,4.238863406978439,125.5051742940056,-327.44168579213965
6.8501079024407066,1.7573032954257153,-3.634298696004615,3.2637693590455936,8.732293403034229,2.4365473483663775,-4.873094696732755,4.366146701517114,141.94902051732942,-320.7007149695795
7.022937368439749,1.5888705423334835,-3.2879465543405715,3.340825996886273,8.964705672471972,2.2155164299745596,-4.431032859949119,4.482352836235986,157.6176323806866,-313.2658896794111
7.178662845061814,1.424083140407773,-2.932379372241327,3.425838447050717,9.175099722283322,1.9885638716267375,-3.977127743253475,4.587549861141661,173.2914612154114,-304.9139187093072
7.316122362914914,1.2469723019078707,-2.5703389469849256,3.4816721591795963,9.362245341649771,1.7570118214426707,-3.5140236428853413,4.681122670824886,188.0721118218211,-295.9786846744525
7.435379769845797,1.0738060955256026,-2.201644241988261,3.5465776272838667,9.526127121518543,1.5209291621134802,-3.0418583242269603,4.763063560759272,202.78678767888152,-286.13537720809853
7.536173002569975,0.894857728340086,-1.827091321427108,3.5947744588406563,9.66625625960588,1.2809654487563416,-2.561930897512683,4.83312812980294,216.78920996550156,-275.66468055608294
7.618201601769357,0.7143059038554332,-1.4474657096013173,3.6374708677432044,9.782341992354546,1.0375192943527503,-2.0750385887055005,4.891170996177273,230.35589921332704,-264.4422258028146
7.6809713112997615,0.530236263110694,-1.0653538996128122,3.659643384904147,9.873784085913606,0.7918945360272457,-1.5837890720544914,4.936892042956803,243.14165918747534,-252.7024844252318
7.724658384955915,0.347859889931977,-0.6794971824480114,3.693506270937692,9.940669319432896,0.5438505037428734,-1.0877010074857467,4.970334659716448,255.6775532812535,-240.06799949613855
7.748967279966283,0.16209291175816834,-0.2929433807074376,3.6941185349590153,9.982592268767107,0.29489472509320686,-0.5897894501864137,4.991296134383553,267.14859060525345,-227.16825054904263
7.753906198870686,-0.022637726559230797,0.09498392440787834,3.7080799175403416,9.999596941643162,0.04489154898393899,-0.08978309796787798,4.999798470821581,278.34644203699077,-213.3634584672064
7.739474901503374,-0.2077956016193131,0.4824468015465458,3.69631270110028,9.99158510453014,-0.20507748470482684,0.4101549694096537,4.99579255226507,288.5569359097165,-199.29210450947429
7.705736349870051,-0.3921343851485347,0.8682223979332766,3.681628429142304,9.958621816676711,-0.45438186374750505,0.9087637274950101,4.9793109083383555,298.17287621719544,-184.6084732073396
7.652701289204738,-0.5760991336992642,1.2523096588603777,3.6609948900314815,9.900763141977297,-0.702653756565751,1.405307513131502,4.9503815709886485,307.06178983052064,-169.4297780170227
7.580646829817197,-0.7572980626394283,1.6327907889130802,3.6228277761567784,9.818239061618524,-0.9489707225341868,1.8979414450683736,4.909119530809262,315.0808709895488,-153.96830027407458
7.489515668123794,-0.9388479883744583,2.009788940040159,3.586372227411534,9.711099733213885,-1.193161972614491,2.386323945228982,4.8555498666069425,322.4515169680151,-137.91811911801665
7.3796395094032565,-1.1161519099827064,2.3818294786677567,3.5319024234495466,9.579659759586004,-1.434409189402436,2.868818378804872,4.789829879793002,328.90299560169393,-121.69310075386463
7.251487267243832,-1.2902894624969659,2.7473893717940068,3.469205870025359,9.42438480990856,-1.67189794505861,3.34379589011722,4.71219240495428,334.55964971671426,-105.13908867538369
7.104915852035006,-1.4646653734440755,3.1068106862993092,3.406409428654195,9.24533690971425,-1.9055016023264932,3.8110032046529865,4.622668454857125,339.44919118979453,-88.15802002825265
6.94114520547796,-1.628027106497215,3.457283008663042,3.3186991767981686,9.043605135851875,-2.1338466525733284,4.267693305146657,4.5218025679259375,343.34607731999824,-71.32041236609817
6.759446261014431,-1.7985152558100848,3.800251171520803,3.2456729890361626,8.818855699972648,-2.3573175508965667,4.714635101793133,4.409427849986324,346.5741982701145,-53.779556691252594
6.561061283871939,-1.9535445658834782,4.133368442794959,3.1432136946095395,8.572226908845744,-2.5747293946772802,5.1494587893545605,4.286113454422872,348.76588384450315,-36.61503333355552
6.345783263498907,-2.113095741913263,4.45680801197828,3.048487284262527,8.30372269380815,-2.786045110202611,5.572090220405222,4.151861346904075,350.2033095652334,-18.920270097121442
6.115936628889903,-2.2522081073347455,4.767358295012228,2.925390425704807,8.015440151936254,-2.9896788778532772,5.9793577557065545,4.007720075968127,350.65851627264385,-1.7659766540124835
5.8697721093763295,-2.408583311896401,5.067320455899487,2.8251062323168696,7.70641809932807,-3.1863427341683104,6.372685468336621,3.853209049664035,350.35738104628933,16.195965174230487
5.6085989703467165,-2.542113376328768,5.354981922780765,2.6954079064734207,7.377905269050204,-3.3751486575009277,6.7502973150018555,3.688952634525102,349.08792600151776,33.4922782644757
5.33433960691688,-2.668916668107268,5.628241877111208,2.5604389628445863,7.031474490122386,-3.5552203340566018,7.1104406681132035,3.515737245061193,346.98248668289057,50.811409588517144
5.046822193627201,-2.796719509132295,5.887420807389278,2.427148398470002,6.667649248471999,-3.7263404802617934,7.452680960523587,3.3338246242359997,344.01133406226455,68.17477388894976
4.745498232966504,-2.921017075620372,6.132886844019035,2.289201840369814,6.2863234674194715,-3.8885131240286186,7.777026248057237,3.1431617337097357,340.15305571161105,85.42569985421807
4.433599419524762,-3.0191563596557796,6.362039435855735,2.1312083709099334,5.890198303703627,-4.0405929002761125,8.081185800552225,2.9450991518518137,335.5062729336822,102.00275710950802
4.109853382486468,-3.1335756035670106,6.575800036194553,1.9853950010585204,5.478699217020614,-4.1828176773981465,8.365635354796293,2.739349608510307,329.93002172694503,118.9578597152436
3.776287163454938,-3.2204732655645185,6.772880794278989,1.8213576719887097,5.054001309022396,-4.314425534425178,8.628851068850356,2.527000654511198,323.62855127614563,135.06324661704147
3.4326229105783277,-3.3152250038339863,6.953358232069225,1.6620435827400735,4.616050506379823,-4.435427761855405,8.87085552371081,2.3080252531899115,316.41223569303287,151.27125882946737
3.0816691461072083,-3.382415588269048,7.115871759955802,1.4891447847889103,4.1676165413919914,-4.545078997220947,9.090157994441894,2.0838082706959957,308.55729697134853,166.62457672091452
2.7220293037250385,-3.4653613732942765,7.2610319137265,1.3234747774330289,3.7080335411281418,-4.643557021774059,9.287114043548119,1.8540167705640709,299.73310542424235,182.1114458056607
2.3556342040045584,-3.5203630100609966,7.388045093311167,1.1461545254249692,3.2393109792046193,-4.730403375506269,9.460806751012537,1.6196554896023097,290.33315372409186,196.69344200801132
1.9824031262123114,-3.580825264621252,7.496811315131734,0.9705707562035613,2.761534237509984,-4.805567829483321,9.611135658966642,1.380767118754992,280.03762669320145,211.13847344101933
1.6061662251947901,-3.6083050904578546,7.586344211148703,0.7866849135942826,2.2783467672461204,-4.86849915292637,9.73699830585274,1.1391733836230602,269.32013692539505,224.57212007083044
1.2248041101093294,-3.659763135629966,7.657145179120276,0.6085447393751878,1.7886111990879696,-4.919371656484624,9.838743312969248,0.8943055995439848,257.55433822585024,238.06166722111934
0.8406987710286152,-3.6759829036253824,7.7087923846210025,0.42354547098171363,1.294865201167739,-4.9579059115418085,9.915811823083617,0.6474326005838695,245.48247557302705,250.43239690976372
0.45372363759223605,-3.7013188230145215,7.741203245917252,0.23980973463677818,0.7970644927826455,-4.984091898087985,9.96818379617597,0.39853224639132273,232.5177818413912,262.5560829384403
0.06709484859297882,-3.6951812464680613,7.754213476200542,0.05429617482691526,0.2985119365431864,-4.997771769092233,9.995543538184466,0.1492559682715932,219.30835899921587,273.63224062338884
-0.32106660528253944,-3.7092018082692713,7.747833629507637,-0.13078054689614885,-0.2018848982385499,-4.998980958351992,9.997961916703984,-0.10094244911927495,205.10924015543623,284.4964489021445
